-0.046077847	0.091174684	-0.029349668	-0.108309805	0.006674826	-0.067307256	-0.007022588	-0.0009538879	-0.029381024	-0.0024203574	0.030815981	-0.06337806	0.065091334	0.034922384	-0.024855876	-0.060574666
0.017485112	0.07147266	0.036785666	-0.061520837	-0.065062836	-0.06312001	-0.024631314	-0.037036926	-0.04366702	-0.00070264656	-0.019026386	0.009620225	0.037792295	0.05055789	0.0041913474	-0.08275258
-0.04800893	-0.0038861164	0.004841785	-0.09750756	-0.0010760772	-0.05476608	-0.01797696	0.045613397	-0.06462799	-0.044109046	-0.013548605	-0.0160737	0.075577	0.08400175	0.049231283	-0.024833178
0.014053353	0.07154601	-0.044451337	-0.0008168287	0.0054068943	-0.046372116	-0.041182425	0.013238529	-0.042496	-0.024622696	0.056820206	0.039260272	0.043331146	0.026351249	0.033629857	-0.07592013
-0.031007273	0.03077475	0.0696915	-0.07952851	0.027951395	-0.053197924	-0.036597118	-0.027292283	0.0037867108	0.015941726	0.010084355	-0.0033421144	0.013097288	0.048138548	0.053254135	-0.024534635
-0.029297067	0.095857866	0.024200574	-0.053119853	-0.052472122	-0.07848428	-0.06931361	-0.03671702	-0.013916116	-0.012882929	-0.00985224	0.037319683	0.056847893	0.07800505	0.0096641965	-0.063327424
-0.011703896	0.050994147	0.050263602	-0.14276078	-0.082356445	-0.058899358	0.060523704	-0.07557848	-0.026618607	-0.07785558	0.0684963	0.016007083	0.07033095	0.03911138	0.042146474	-0.05577909
-0.0020207323	-0.0033087472	0.010822958	-0.041689645	-0.03153747	-0.037999798	-0.055015016	-0.029156938	0.017883442	-0.009646973	0.0781301	0.00091250386	0.08677493	-0.02525552	0.031748235	-0.06085259
-0.0066524497	0.035458114	0.034244746	-0.009584693	-0.060726583	-0.08291774	-0.0044101775	-0.005604859	-0.04589096	-0.029132904	0.0590006	0.06354381	0.025328137	-0.016667947	-0.09229892	-0.08777233
0.032249182	-0.032589946	0.07882372	-0.055223804	0.0018603975	-0.030557351	-0.046602335	-0.0035991867	-0.07101942	-0.05030201	-0.012045466	0.034833558	0.03669772	-0.00037740497	0.00089293096	-0.09068421
0.00763697	0.032528955	0.012857407	-0.055877082	0.008533427	-0.013473856	-0.03591944	0.006943931	0.011004508	-0.07635397	0.0010019637	-0.013924848	0.014905513	0.04330823	-0.048280966	-0.09968117
